0.000000000000000000e+00;1.399010270833969116e+00;2.534767389297485352e+00;2.910607755184173584e+00;2.761442959308624268e+00;2.667357623577117920e+00;2.512828409671783447e+00;2.560111582279205322e+00;2.441018372774124146e+00;2.177469432353973389e+00;2.155662626028060913e+00;2.038110941648483276e+00;2.437775731086730957e+00;2.663684189319610596e+00
1.399010270833969116e+00;0.000000000000000000e+00;2.130745202302932739e+00;2.441648840904235840e+00;2.329302728176116943e+00;2.332457900047302246e+00;2.191561758518218994e+00;2.349862456321716309e+00;2.106446474790573120e+00;2.055511921644210815e+00;1.952240914106369019e+00;1.947680115699768066e+00;2.046610563993453979e+00;2.278752475976943970e+00
2.534767389297485352e+00;2.130745202302932739e+00;0.000000000000000000e+00;1.258590221405029297e+00;1.233160197734832764e+00;1.231980696320533752e+00;1.448943912982940674e+00;1.424511075019836426e+00;1.355264335870742798e+00;1.563457399606704712e+00;1.389749795198440552e+00;1.523904949426651001e+00;1.310188919305801392e+00;1.397450715303421021e+00
2.910607755184173584e+00;2.441648840904235840e+00;1.258590221405029297e+00;0.000000000000000000e+00;1.202652379870414734e+00;1.170620098710060120e+00;1.781332194805145264e+00;1.615296751260757446e+00;1.542145162820816040e+00;2.010186016559600830e+00;1.801001578569412231e+00;1.869587749242782593e+00;1.567308753728866577e+00;1.317705810070037842e+00
2.761442959308624268e+00;2.329302728176116943e+00;1.233160197734832764e+00;1.202616840600967407e+00;0.000000000000000000e+00;9.704424440860748291e-01;1.206769421696662903e+00;1.116097196936607361e+00;1.079803034663200378e+00;1.532326936721801758e+00;1.342967748641967773e+00;1.391471624374389648e+00;1.126203387975692749e+00;1.208256557583808899e+00
2.667373716831207275e+00;2.332457900047302246e+00;1.231980696320533752e+00;1.170620098710060120e+00;9.704865515232086182e-01;0.000000000000000000e+00;1.377171277999877930e+00;1.071774661540985107e+00;1.153251528739929199e+00;1.540480852127075195e+00;1.428258121013641357e+00;1.394847631454467773e+00;1.255018115043640137e+00;1.164614707231521606e+00
2.512828409671783447e+00;2.191561758518218994e+00;1.448943912982940674e+00;1.781332194805145264e+00;1.206769421696662903e+00;1.377171277999877930e+00;0.000000000000000000e+00;1.055291593074798584e+00;1.049196571111679077e+00;1.048462763428688049e+00;1.094512045383453369e+00;1.137986928224563599e+00;1.032063141465187073e+00;1.398643404245376587e+00
2.560111582279205322e+00;2.349862456321716309e+00;1.424511075019836426e+00;1.615296751260757446e+00;1.116097196936607361e+00;1.071774661540985107e+00;1.055251136422157288e+00;0.000000000000000000e+00;9.496440738439559937e-01;1.237590238451957703e+00;1.225229352712631226e+00;1.222504377365112305e+00;1.158541142940521240e+00;1.246163100004196167e+00
2.441018372774124146e+00;2.106426209211349487e+00;1.355264335870742798e+00;1.542145162820816040e+00;1.079803034663200378e+00;1.153251528739929199e+00;1.049196571111679077e+00;9.496440738439559937e-01;0.000000000000000000e+00;1.205138489603996277e+00;1.112490370869636536e+00;1.218229979276657104e+00;1.032353118062019348e+00;1.124379560351371765e+00
2.177469432353973389e+00;2.055491209030151367e+00;1.563457399606704712e+00;2.010186016559600830e+00;1.532326936721801758e+00;1.540480852127075195e+00;1.048462763428688049e+00;1.237590238451957703e+00;1.205138489603996277e+00;0.000000000000000000e+00;1.030943989753723145e+00;1.010883077979087830e+00;1.214996725320816040e+00;1.450123786926269531e+00
2.155662626028060913e+00;1.952240914106369019e+00;1.389749795198440552e+00;1.801001578569412231e+00;1.342967748641967773e+00;1.428258121013641357e+00;1.094512045383453369e+00;1.225229352712631226e+00;1.112528741359710693e+00;1.030943989753723145e+00;0.000000000000000000e+00;9.250579029321670532e-01;9.754084050655364990e-01;1.360239833593368530e+00
2.038110941648483276e+00;1.947680115699768066e+00;1.523904949426651001e+00;1.869587749242782593e+00;1.391471624374389648e+00;1.394847631454467773e+00;1.137986928224563599e+00;1.222504377365112305e+00;1.218229979276657104e+00;1.010883077979087830e+00;9.251040965318679810e-01;0.000000000000000000e+00;1.131997182965278625e+00;1.409757435321807861e+00
2.437775731086730957e+00;2.046610563993453979e+00;1.310188919305801392e+00;1.567308753728866577e+00;1.126203387975692749e+00;1.255018115043640137e+00;1.032063141465187073e+00;1.158541142940521240e+00;1.032353118062019348e+00;1.214996725320816040e+00;9.754084050655364990e-01;1.131997182965278625e+00;0.000000000000000000e+00;1.174849346280097961e+00
2.663684189319610596e+00;2.278752475976943970e+00;1.397450715303421021e+00;1.317705810070037842e+00;1.208256557583808899e+00;1.164614707231521606e+00;1.398643404245376587e+00;1.246163100004196167e+00;1.124379560351371765e+00;1.450123786926269531e+00;1.360239833593368530e+00;1.409727036952972412e+00;1.174849346280097961e+00;0.000000000000000000e+00
